class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_external_source,has_version_place_of_publication,has_version_publication_date,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV06070010,,,,,,,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,identifier,https://rism.online/sources/990012966,,,,,,,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,identifier,https://edit16.iccu.sbn.it/titolo/CNCE042961,,,,,,,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,title,,,,,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci. Novamente da lui composte & date in luce",,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,inception,,,,,,,1568.0,,,,,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE042961,http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_S/S082/,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",1568.0,,,,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KKiP3sRoLFKS,Ghindolfo Dattari,,,,,
NotatedMusic,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci",,,"Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci","Di Ghinolfo Dattari bolognese le Villanelle, a tre, a quattro & a cinque voci.md",YLqU28RfDH2B,625895012847506299686,subject,,,,,,,,,,,,,,,,,,,
