class,description,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/baADqnLF4t7X,Tarquinia Molza,,,,,,,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mhGX2rwoBen9,Di Pietro Vinci Il terzo libro de madrigali a cinque voci,,,,,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,based_on,,,,,,,,,,,,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,derivative_work,,,,,,,,,,,,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,subject,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,poetic_type,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,metre,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,metre,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,depicts,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DGVEXnoNEPuk,laurel,,,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,language,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"There seems to be any poetry collection including this poem by Molza, except from the madrigal by Vinci.",Ne la dolce stagion di Primavera,Ne la dolce stagion di Primavera.md,Ne la dolce stagion di Primavera,dWBRjZgF6HTT,732453236802492432031,text,,,,,,,,,,,,,,,,,,,,"Ne la dolce stagion Di primavera
Senza foglie vedrò mirti et allori
Di vern'al ghiaccio i fiori
Sorger lieti e fiorir rose e viole
Pria che da voi mio sole
Sciolga quest'alma o che per altr'oggetto,
Nuovo foco d'amor mi scald'il petto."
