class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/052820000010101_000000076600C,,,,,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7SkukMmayjC,incomplete,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPdVpMdZaJ9F,Giovanni Battista Dalla Gostena,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nV2HEMzUaNGd,Il Secondo Libro de Madrigali a cinque voci di Giovan Battista Dalla Gostena,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2Dijque4HtUo,"Colma di fasto, io me ne già cantando",,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Colma di fasto io me ne già cantando (Dalla Gostena),,,Colma di fasto io me ne già cantando (Dalla Gostena),Colma di fasto io me ne già cantando (Dalla Gostena).md,kCdMkYVCM479,870552630295733035192,text,,,,,,,,,,,,,,,
