class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=11982,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,part_of,,,,,,,,84.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LNxSnoqrbvDw,Rime di madonna Gaspara Stampa,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHJG3dg7VrRb,music making,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dvd5PGqiBSVe,songbird,,,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Deh lasciate Signor le maggior cure,,,Deh lasciate Signor le maggior cure,Deh lasciate Signor le maggior cure.md,iGt8KDryoG2i,830822737674808882084,text,,,,,,,,,,,,,,,,,,,,,,,"Deh lasciate Signor le maggior cure
D'ir procacciando in questa età fiorita
Con fatiche, e periglio de la vita
Alti pregi, alti honori, alte venture.

E in questi colli, in queste alme e sicure
Valli, e campagne, dove Amor n'invita,
Viviamo insieme vita alma e gradita,
Fin che'l Sol de' nostr'occhi al fin s'oscure.

Perché tante fatiche, e tanti stenti
Fan la vita più dura; e tanti honori
Restan per Morte poi subito spenti.

Qui coglieremo a tempo e rose, e fiori,
Et herbe, e frutti, e con dolci concenti
Canterem con gli uccelli i nostri Amori."
