class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,identifier,http://www.wikidata.org/entity/Q3769792,,,,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Uxki4gLFaARk,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Accademia degli Ordinati di Roma,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3SbH2BmAUWvM,librettist,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,related_to,,,,,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,notable_work,,,,,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,interested_in,,,,,,,,,,,,,,,,,,
Agent,Giulio Strozzi,,,Giulio Strozzi,Giulio Strozzi.md,FseFVcsndDRv,286236487038645785146,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16508.0
