class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,identifier,http://www.wikidata.org/entity/Q59627923,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,described_by_source,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,member_of,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,related_to,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,notable_work,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,interested_in,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Giovanni Maria Bonelli,,,Giovanni Maria Bonelli,Giovanni Maria Bonelli.md,X8CWQVqDeqdW,600679975485086949022,present_in_work,,,,,,,,,,,,,,,,
