class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,['dotta ignoranza'],docta ignorantia,docta ignorantia.md,docta ignorantia,CaV9wWhKXDbb,218116439607462198135,instance_of,,,,
Concept,['dotta ignoranza'],docta ignorantia,docta ignorantia.md,docta ignorantia,CaV9wWhKXDbb,218116439607462198135,subclass_of,,,,
Concept,['dotta ignoranza'],docta ignorantia,docta ignorantia.md,docta ignorantia,CaV9wWhKXDbb,218116439607462198135,opposite_of,,,,
Concept,['dotta ignoranza'],docta ignorantia,docta ignorantia.md,docta ignorantia,CaV9wWhKXDbb,218116439607462198135,identifier,,,,http://www.wikidata.org/entity/Q907542
