class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fXurj2BzALG4,Vincenzo Panciatichi,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,part_of,,,,,,,,Amore. Del Sig. Cavalliero Vincenzo Panciatichi. Cartello Primo,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YYFRNeCKx9AL,42.0,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8GvHmwR26GRn,chivalry,,,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/C9LR4DoJQPd8,pride,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LTQ6mRAUPjbA,tyrant,,,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Gionto in Alfea con temerario orgoglio,,,Gionto in Alfea con temerario orgoglio,Gionto in Alfea con temerario orgoglio.md,7CDzm55xbzRw,106876023059953359086,text,,,,,,,,,,,,,,,,,,,,,,,,,"Gionto in Alfea con temerario orgoglio,
Fanciullo, a cui non pungo ancora il seno,
Mesce a mia fertil mesce avena, e loglio,
E steril face il mio bel campo ameno;
Nasce nel petto mio grave cordoglio;
Che al felice gioir restringe il freno,
Temo, che'l parto suo fatto fecondo
Tiranno rio non signoreggi il mondo."
