class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGWk3kKYpoWd,Francesco Maria Caccianemici,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,part_of,,,,,,,,Del Tenebroso,38.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGHkPLurgTyx,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hmGaXqatDNBT,dawn,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,4puFXXZYLiV6,58250763877466514352,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
