class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,identifier,http://www.wikidata.org/entity/Q290052,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,described_by_source,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,work_location,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,member_of,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,related_to,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,notable_work,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,interested_in,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,GjgbJp4WdXYw,303991030666323042533,catalog_identifier,,,,,,,,,,,,,,
