class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F018450000101_PPPP00015400C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=14488,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,"Canto II, 1",Orlando furioso,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKwdk5uSxc8v,juxtaposition,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Ingiustissimo Amor perché sì raro,,,Ingiustissimo Amor perché sì raro,Ingiustissimo Amor perché sì raro.md,XAdiZcFQtCkt,601564183660584305420,text,,,,,,,,,,,,,,,,,,,,,,,,"Ingiustissimo Amor perche sì raro
Corrispondenti fai nostri desiri:
Onde perfido avvien che t'e sì caro
Il discorde voler ch'in duo cor miri?
Gir non mi lasci al facil guado e chiaro
E nel più cieco e maggior fondo tiri,
Da chi desia il mio amor tu mi richiami
E chi m'ha in odio vuoi ch'adori et ami."
