class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,identifier,http://www.wikidata.org/entity/Q139831858,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,described_by_source,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,work_location,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,member_of,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,related_to,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,notable_work,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,interested_in,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,9dp4sDNQ5hUh,157414952140057535859,catalog_identifier,,,,,,,,,,,,,,
