class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_external_source,contributor_value,subject_value,subject_label,has_part_value,based_on_value,catalog_identifier_value,identifier_value,described_by_source_value,described_by_source_label
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M9iGv9TStxpX,album amicorum,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,title,,,"Memorie imprese, e ritratti de' signori Accademici Gelati di Bologna raccolte nel principato del signor conte Valerio Zani il Ritardato",,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,inception,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,has_version,,,,,http://id.sbn.it/bid/UBOE000655,1672.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AC4Js3EhuZqL', 'label': 'Bologna'}]",https://books.google.be/books?id=DjArT3tJ1JIC,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,contributor,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,subject,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NALenMNqEw64,impresa,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,has_part,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,based_on,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,catalog_identifier,,,,,,,,,,,,,,,,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,identifier,,,,,,,,,,,,,,,http://id.sbn.it/bid/UBOE000655,,
Book,"Memorie, imprese, e ritratti de' signor Accademici Gelati","Memorie, imprese, e ritratti de' signor Accademici Gelati.md","Memorie, imprese, e ritratti de' signor Accademici Gelati",TGRvGrsWgptp,521117870952190205833,described_by_source,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aDqLPFtLjEwa,(Testa 2020)
