class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=29300,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/025780001501_PPPP00260406,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QUHAq7K8fEy9,Jacopo Sannazaro,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,part_of,,,,,,,,,Ecloga II,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZYzyG5Kmbf7X,106.0,Arcadia del Sannazaro,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,dPzZKfm3Svjg,730218366918578600108,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/X5mzWGfcQaQ3,eclogue,,,,,,,
