class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,martyrdom,,['martirio'],martyrdom,martyrdom.md,FS23yoaJjtRG,276955719075811967834,identifier,http://www.wikidata.org/entity/Q46999986,
Concept,martyrdom,,['martirio'],martyrdom,martyrdom.md,FS23yoaJjtRG,276955719075811967834,described_by_source,,
