class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/229290001010101_000000231100C,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8BDjmHVSTReY', 'label': 'Bartolomeo Spontone'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g96FYp27wF6G,"Libro terzo de madrigali a cinque voci, di m. Bartolomeo Spontone",,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,instrumentation,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,based_on,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,derivative_work,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,text,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,language,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,subject,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,poetic_type,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,depicts,,,,,,,,,,,,,,,,,,,
MusicComposition,Quando'l dì parte & l'ombra il mondo copre (Spontone),,,Quando'l dì parte & l'ombra il mondo copre (Spontone),Quando'l dì parte & l'ombra il mondo copre (Spontone).md,ijx647XdLBa6,840622791072762892873,metre,,,,,,,,,,,,,,,,,,,
