class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,eclogue,eclogue.md,eclogue,X5mzWGfcQaQ3,599806605029397455353,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d8pY5kFd7FsT,poetic form,,,
Concept,eclogue,eclogue.md,eclogue,X5mzWGfcQaQ3,599806605029397455353,subclass_of,,,,,
Concept,eclogue,eclogue.md,eclogue,X5mzWGfcQaQ3,599806605029397455353,opposite_of,,,,,
Concept,eclogue,eclogue.md,eclogue,X5mzWGfcQaQ3,599806605029397455353,identifier,,,,,http://www.wikidata.org/entity/Q11072974
