class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Ceneda,,,Ceneda,Ceneda.md,DEQjKby8gCxv,231483633957617164999,identifier,http://www.wikidata.org/entity/Q2316315,,,,,
Place,Ceneda,,,Ceneda,Ceneda.md,DEQjKby8gCxv,231483633957617164999,described_by_source,,,,,,
Place,Ceneda,,,Ceneda,Ceneda.md,DEQjKby8gCxv,231483633957617164999,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Ceneda,,,Ceneda,Ceneda.md,DEQjKby8gCxv,231483633957617164999,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
