class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,identifier,http://www.wikidata.org/entity/Q59533105,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,described_by_source,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,work_location,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,member_of,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,related_to,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,notable_work,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,interested_in,,,,,,,,,,,,,,,
Agent,Girolamo Bartoli,,,Girolamo Bartoli,Girolamo Bartoli.md,FWNEmaphHdu5,278532083465513328081,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",18043.0
