class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,alchemy,alchemy.md,alchemy,jpEmjHi9Ym4c,862806518548383470674,instance_of,[[protoscience]],,
Concept,alchemy,alchemy.md,alchemy,jpEmjHi9Ym4c,862806518548383470674,subclass_of,,,
Concept,alchemy,alchemy.md,alchemy,jpEmjHi9Ym4c,862806518548383470674,identifier,,,http://www.wikidata.org/entity/Q39689
