class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_role,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,identifier,http://www.wikidata.org/entity/Q106614006,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,work_location,,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nCZMgsUkp7aw,1580.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM', 'label': 'patron of the arts'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Illuminati di Roma,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,occupation,,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,related_to,,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,notable_work,,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,interested_in,,,,,,,,,,,,,,,,,,,,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",19569.0,
Agent,Isabella Pallavicino,,['Isabella Pallavicino Lupi'],Isabella Pallavicino,Isabella Pallavicino.md,LZTgWriqHYKM,382832308614714875692,present_in_work,,,,,,,,,,,,,,,,,,,,
