class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,identifier,http://www.wikidata.org/entity/Q212657,,,,,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/i8FTBZAn3fDW,1626.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia dei Desiosi di Venezia,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8cMdxnJpx4or,1616.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia del Disegno di Firenze,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,occupation,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JtXDRUo7kviy,painter,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,related_to,,,,,,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,notable_work,,,,,,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,interested_in,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4fRE7J9jYy6N,music making,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,interested_in,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,interested_in,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TNEkus8TKX7L,querelle des femmes,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,catalog_identifier,,,,,,,,,,,,,,,,,,,,,
Agent,Artemisia Gentileschi,,,Artemisia Gentileschi,Artemisia Gentileschi.md,Z2DEkTNsqmD7,639784182891387230552,present_in_work,,,,,,,,,,,,,,,,,,,,,
