class,aliases,base_name,filename,label,id,n_id,property,part_of_value,citation_value,isbn_value
BibliographicResource,['bolzoniLettoreCreativoPercorsi2012'],(Bolzoni 2012),(Bolzoni 2012).md,(Bolzoni 2012),Zo7gdF6vwLoN,656040457087865752079,part_of,,,
BibliographicResource,['bolzoniLettoreCreativoPercorsi2012'],(Bolzoni 2012),(Bolzoni 2012).md,(Bolzoni 2012),Zo7gdF6vwLoN,656040457087865752079,citation,,"Bolzoni, Lina. 2012. Il Lettore Creativo: Percorsi Cinquecenteschi Fra Memoria, Gioco, Scrittura. Passaggi e Percorsi. Guida. https://www.torrossa.com/en/resources/an/4237138.",
BibliographicResource,['bolzoniLettoreCreativoPercorsi2012'],(Bolzoni 2012),(Bolzoni 2012).md,(Bolzoni 2012),Zo7gdF6vwLoN,656040457087865752079,isbn,,,
