class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,part_of,,,,,,,,92.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LNxSnoqrbvDw,Rime di madonna Gaspara Stampa,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6UgHPJzzmPCX,departure,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/494MWJWBbbLj,eye,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hAk7Fd7RmL83,ear,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U9GEop7rmSKp,food,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",dL54rW5hBPwh,728792468264501154882,text,,,,,,,,,,,,,,,,,,,,,,,"QUASI huom, che rimaner deh tosto senza
Il cibo, onde nudrir suol la sua vita,
Più dell'usato a prenderne s'aita
Fin, che gli è presso posto in sua presenza;

Convien, ch'innanzi a l'aspra dipartenza
Ch'a sì crudi digiuni l'alma invita,
Ella più de l'usato sia nodrita,
Per poter poi soffrir sì dura assenza.

Però vaghi occhi miei mirate fiso,
Più de l'usato, anzi bevete il bene,
E'l bel del vostro amato e caro viso.

E voi orecchie oltra l'usato piene
Restate del parlar, che'l Paradiso,
Certo armonia più dolce non contiene."
