class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,identifier_value
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8HCZ2RERDzjY,online database,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,inception,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,dissolved,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,location,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,official_website,,,,,,https://opac.sbn.it/,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,catalog_identifier,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,member,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,interested_in,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,notable_work,,,,,,,,,,,
Organisation,OPAC SBN,OPAC SBN.md,OPAC SBN,hL5fpx5U8GsZ,811339964838946115206,identifier,,,,,,,,,,,http://www.wikidata.org/entity/Q105086090
