class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_volume,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RQW4HQv9yidY,Innocenzio Ringhiero,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dEf3JNqbYykg,1.0,Giuoco dell'Amante et dell'Amato. X.,15.0,"Cento giuochi liberali, et d'ingegno",,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MiEZVRza7UDo,celestial body,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N9C8b89MB3K9,Moon,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n4nZUvENWhDP,Fortuna,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TRHMAMaRfnLP,torment,,,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Ben può cingermi il cor di quanti affanni,,,Ben può cingermi il cor di quanti affanni,Ben può cingermi il cor di quanti affanni.md,Ew8yGcyeZkC5,266862831227225383263,text,,,,,,,,,,,,,,,,,,,,,,,,"Ben può cingermi il cor di quanti affanni,
Ha nel gran Regno suo l'empia Fortuna,
E con mille fierezze, e mille inganni
Perché io non quieti mai sotto la Luna,
Avida sempre de' maggior miei danni
Rinnovarmi le doglie ad una ad una;
Ma non può far già che io non sia beato
Se tutti i Mondi non cangiasser stato."
