class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,part_of_value
Concept,hermeticism,,,hermeticism,hermeticism.md,Vc5QHZPT7X9M,569499966608565267310,identifier,http://www.wikidata.org/entity/Q192933,,,
Concept,hermeticism,,,hermeticism,hermeticism.md,Vc5QHZPT7X9M,569499966608565267310,described_by_source,,,,
Concept,hermeticism,,,hermeticism,hermeticism.md,Vc5QHZPT7X9M,569499966608565267310,instance_of,,,,
Concept,hermeticism,,,hermeticism,hermeticism.md,Vc5QHZPT7X9M,569499966608565267310,part_of,,,,
