class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,identifier,http://www.wikidata.org/entity/Q1053428,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,described_by_source,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8HCZ2RERDzjY,online database,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,inception,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,dissolved,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,location,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,official_website,,,,,,,,http://edit16.iccu.sbn.it/,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,catalog_identifier,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,member,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,interested_in,,,,,,,,,,,,
Organisation,EDIT16,,['Censimento nazionale delle edizioni italiane del XVI secolo'],EDIT16,EDIT16.md,6VsWMJ2RVTg7,92632878865763621597,notable_work,,,,,,,,,,,,
