class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,Protestantism,,,Protestantism,Protestantism.md,AQ8BMzLtqGdk,173091083145560754654,identifier,http://www.wikidata.org/entity/Q23540,
Concept,Protestantism,,,Protestantism,Protestantism.md,AQ8BMzLtqGdk,173091083145560754654,described_by_source,,
