class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ULfY3kSjSVZr,Camillo Gessi,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,part_of,,,,,,,,Dell'Intento,31.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JLv6HZNGtUao,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8o9dpQgCfrjH,mythology,,,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Cinta di molli piume il collo, e'l petto",The author makes praise of the musical skills of Filomela. Her devotion and singing are compared with a songbird.,,"Cinta di molli piume il collo, e'l petto","Cinta di molli piume il collo, e'l petto.md",oY8MnkxdGut4,939516808545154300832,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
