class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=22689,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ST5JgsNf93EK,Pietro Manelli,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KkirRe7joUQE,Tullia d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,part_of,,,,,,,,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fJsWsFf9zJgc,A Pietro Manelli.,Rime della signora Tullia di Aragona et di diversi a lei,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLktudVaMszu,anaphora,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6UgHPJzzmPCX,departure,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Y8F34DC8njH5,thorn,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7iFPYdb9Lkjr,death,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPhykh6zJdpb,life,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,EuJZm7q2u3bs,266199660576335105203,text,,,,,,,,,,,,,,,,,,,,,,,,"Ov'è (misera me) quell'aureo crine,
Di cui fe' rete per pigliarmi Amore?
Ov'è (lassa) il bel viso, onde l'ardore
Nasce, che mena la mia vita al fine?

Ove son quelle luci alte & divine,
In cui dolce si vive, e insieme more?
Ov'è la bianca man, che lo mio core
Stringendo punse con acute spine?

Ove suonan l'angeliche parole,
Ch'in un momento mi dan morte, & vita?
U i cari sguardi, u le maniere belle?

Ove luce hora il vivo almo mio Sole,
Con cui dolce destin mi venne in sorte
Quanto mai piovve da benigne stelle?"
