class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,identifier,http://www.wikidata.org/entity/Q55227554,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,described_by_source,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4rNwxjw3kNQo,Ferrara,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,member_of,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,related_to,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,notable_work,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,interested_in,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Bartolomeo Ferrini,,,Bartolomeo Ferrini,Bartolomeo Ferrini.md,PsKxUAuVhYJe,451207574155697102166,present_in_work,,,,,,,,,,,,,,,,
