class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label,identifier_value,described_by_source_value,described_by_source_label
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ybFxsvJusaH,Lodovico Agostini,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9dFYyM84hbdJ,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,text,,,,,,,,,,,"Occhi soavi e belli,
Occhi sereni honesti e leggiadretti,
Hor che di voi son privo
In dolor sempre vivo
Deh occhi amorosetti
Poiché privo di voi sen mor mia vita,
Tornate occhi tornate a darle aita.",,,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,language,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8sSx8HhcDxv6,anaphora,,,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VyiHhzpodNyS,eye,,,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,identifier,,,,,,,,,,,,,,,,,,,,,,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/186310000010101_000000002400C,,
MusicComposition,Occhi soavi e belli (Agostini),Occhi soavi e belli (Agostini).md,Occhi soavi e belli (Agostini),22iDGEagG4kk,255311998723741479,described_by_source,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM
