class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,opposite_of_value,opposite_of_label,instance_of_value,instance_of_label
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,XDaY2f6i5fwG,602630054473350923498,identifier,http://www.wikidata.org/entity/Q37226,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,XDaY2f6i5fwG,602630054473350923498,identifier,http://www.wikidata.org/entity/Q16515647,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,XDaY2f6i5fwG,602630054473350923498,described_by_source,,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,XDaY2f6i5fwG,602630054473350923498,opposite_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PisMNabZrMmn,student,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,XDaY2f6i5fwG,602630054473350923498,instance_of,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation
