class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,ottava rima,,,ottava rima,ottava rima.md,nkvGUfVFSUHZ,923516883357643038703,identifier,http://www.wikidata.org/entity/Q1402779,,,,
Concept,ottava rima,,,ottava rima,ottava rima.md,nkvGUfVFSUHZ,923516883357643038703,described_by_source,,,,,
Concept,ottava rima,,,ottava rima,ottava rima.md,nkvGUfVFSUHZ,923516883357643038703,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d8pY5kFd7FsT,poetic form,
Concept,ottava rima,,,ottava rima,ottava rima.md,nkvGUfVFSUHZ,923516883357643038703,subclass_of,,,,,
