class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,initiation ritual,rite of passage marking entrance or acceptance into a group or society,"['rite-de-passage', 'rito di iniziazione']",initiation ritual,initiation ritual.md,FrTGfpLK9YYC,285804718996426491079,identifier,http://www.wikidata.org/entity/Q594939,
Concept,initiation ritual,rite of passage marking entrance or acceptance into a group or society,"['rite-de-passage', 'rito di iniziazione']",initiation ritual,initiation ritual.md,FrTGfpLK9YYC,285804718996426491079,described_by_source,,
