class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F086880000010101_000000229700C,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzVAWmX67cMn,Donato Antonio Spano,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kbV8m9bNzYLa,Di Donat'Antonio Spano il Primo Libro de Madrigali a cinque voci,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Lb3Sa4S3vGFW,Dopo la pioggia del mio pianto amaro,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,KYZCt6wsfLcW,361869405652096667833,text,,,,,,,,,,,,,,,
