class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,country_value,country_label,identifier_value
Place,Bologna,Bologna.md,Bologna,AC4Js3EhuZqL,168722114081251032852,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,,
Place,Bologna,Bologna.md,Bologna,AC4Js3EhuZqL,168722114081251032852,country,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy,
Place,Bologna,Bologna.md,Bologna,AC4Js3EhuZqL,168722114081251032852,identifier,,,,,http://www.wikidata.org/entity/Q1891
