class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,loyalty,,"['faithfulness', 'allegiance', 'lealtà']",loyalty,loyalty.md,ddyPTXYyiFzq,735279383163007805633,identifier,http://www.wikidata.org/entity/Q1132131,,,
Concept,loyalty,,"['faithfulness', 'allegiance', 'lealtà']",loyalty,loyalty.md,ddyPTXYyiFzq,735279383163007805633,described_by_source,,,,
Concept,loyalty,,"['faithfulness', 'allegiance', 'lealtà']",loyalty,loyalty.md,ddyPTXYyiFzq,735279383163007805633,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M9v9sybhbuvS,personality trait
