class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['albero', 'arboro']",tree,tree.md,tree,ihyMMKCExRxW,839906780942307702322,instance_of,,,
Concept,"['albero', 'arboro']",tree,tree.md,tree,ihyMMKCExRxW,839906780942307702322,subclass_of,,,
Concept,"['albero', 'arboro']",tree,tree.md,tree,ihyMMKCExRxW,839906780942307702322,identifier,,,http://www.wikidata.org/entity/Q10884
