class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,volcano,volcano.md,volcano,AvAuc4KB8LrW,183969493508189143441,instance_of,,,
Concept,volcano,volcano.md,volcano,AvAuc4KB8LrW,183969493508189143441,subclass_of,,,
Concept,volcano,volcano.md,volcano,AvAuc4KB8LrW,183969493508189143441,identifier,,,http://www.wikidata.org/entity/Q8072
