class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,part_of,,,,,,,,2.0,58.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZhFND9vWXDNb,(Gambara 1995),,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8CJumkhmB57N,abandonment,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,text,,,,,,,,,,,,,,,,,,,,,,"Essendo l'ora del partir mio gionta
Che non da te ma i' parto da me stessa,
Da sì grave dolor l'alma è oppressa
Che in pochi giorni io resterò defonta.

Ma nova pena al cor m'è sopragionta,
Da un crudel dubio sol, lassa! processa,
Qual fa che a morte, ahimè! più ognor appressa
Questa mia vita con la tua congionta.

Il dubio che 'l mio cor afflige e preme
È che so te non mai aricordarti
Di chi sempre per te languisce e geme;

onde ti mando i guanti tuoi per darti
memoria di chi è gionto a l'ore estreme
per troppo lagrimar sol par lassarti.",,
PoeticWork,Essendo l'ora del partir mio gionta,,,Essendo l'ora del partir mio gionta,Essendo l'ora del partir mio gionta.md,RHJ2QYAWn7y6,480157864944879481162,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
