class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_IIIF_manifest,has_version_permalink,has_version_external_source,has_version_publication_date,has_version_note,has_version_place_of_publication,has_version_holding_institution,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,subject_label,based_on_value,based_on_label,catalog_identifier_value,has_part_value,depicts_value
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,identifier,https://edit16.iccu.sbn.it/titolo/CNCE002761,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/97PuKNkGqtm2,(Bolzoni and Girotto 2013),,,,,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CrKoHGLhLE34,chivalric poem,,,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,title,,,,,,"Orlando furioso di m. Lodouico Ariosto, corretto e dichiarato da m. Lodouico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,inception,,,,,,,1568.0,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,has_version,,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE002761,https://books.google.td/books?id=eZTJg49TXPwC,1568.0,Reprint,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eW2vqFAWDKzS', 'label': 'Giovanni Varisco'}",,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,contributor,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7pUzikYB2CFB', 'label': 'commentator'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gNdzPXA2ZGEx,Lodovico Dolce,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,contributor,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7pUzikYB2CFB', 'label': 'commentator'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cbdksKHcMGHH,Giovanni Andrea dell'Anguillara,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,contributor,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,subject,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EQa8x6MU8Hoz,art print,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,based_on,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,catalog_identifier,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara",,,"Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara","Orlando furioso di m. Lodovico Ariosto, corretto e dichiarato da m. Lodovico Dolce, con gli argomenti di Gio. Andrea dell'Anguillara.md",crYPzfWteZct,719191190904957008567,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
