class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_IIIF_manifest,has_version_permalink,has_version_external_source,has_version_publication_date,has_version_note,has_version_place_of_publication,has_version_holding_institution,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,subject_label,based_on_value,based_on_label,catalog_identifier_value,has_part_value,depicts_value
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,identifier,https://edit16.iccu.sbn.it/titolo/CNCE002807,,,,,,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/97PuKNkGqtm2,(Bolzoni and Girotto 2013),,,,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CrKoHGLhLE34,chivalric poem,,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,title,,,,,,Orlando furioso di m. Lodouico Ariosto nuouamente adornato di figure di rame da Girolamo Porro padouano et di altre cose che saranno notate nella seguente facciata,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,inception,,,,,,,1584.0,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,has_version,,,,,,,,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10165933/manifest,https://edit16.iccu.sbn.it/titolo/CNCE002807,https://www.digitale-sammlungen.de/en/view/bsb10165933,1584.0,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Vr34aVTZvrrW', 'label': 'Munich Digitization Center'}","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gEVtMk8GxHjh', 'label': 'Francesco De Franceschi'}",,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,contributor,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KbRyHy5gL3JT', 'label': 'engraver'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mHrjzwpL9Tfa,Girolamo Porro,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,contributor,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,subject,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EQa8x6MU8Hoz,art print,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,based_on,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,catalog_identifier,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,has_part,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,,,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro,Orlando furioso di m. Lodouico Ariosto nuovamente adornato di figure di rame da Girolamo Porro.md,kuq5uoKtJswP,885470449665345459885,depicts,,,,,,,,,,,,,,,,,,,,,,,,,
