class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,work_location,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,member_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPwMwUsq27Kf,Compagnia dei Pastori Fratteggianti,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,related_to,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,notable_work,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,interested_in,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,catalog_identifier,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,present_in_work,,,,,,,,,,,,,,,
Agent,['Girolamo Mutio'],Girolamo Muzio,Girolamo Muzio.md,Girolamo Muzio,66jWzPXuDjG8,84255373067043260010,identifier,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q1527055
