class,base_name,filename,label,id,n_id,property,instance_of_value,inception_value,inception_sourcing_circumstances,inception_reference,dissolved_value,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,interested_in_value,notable_work_value
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,instance_of,[[academy]],,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,inception,,1560.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8LbxJqpVwRJW', 'label': 'circa'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,dissolved,,,,,1593.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bpRYamR8DUKq,Napoli,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,official_website,,,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,catalog_identifier,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",103.0,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,member,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/692cVZSpt5VS,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Giambattista Marino,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,interested_in,,,,,,,,,,,,,,,,
Organisation,Accademia degli Svegliati di Napoli,Accademia degli Svegliati di Napoli.md,Accademia degli Svegliati di Napoli,fFwijPeY28vx,768575894894443295175,notable_work,,,,,,,,,,,,,,,,
