class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,abyss,,['abisso'],abyss,abyss.md,gTFK5xEZrb79,793299500247396791830,identifier,http://www.wikidata.org/entity/Q336525,
Concept,abyss,,['abisso'],abyss,abyss.md,gTFK5xEZrb79,793299500247396791830,described_by_source,,
