class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,identifier,http://www.wikidata.org/entity/Q290052,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,described_by_source,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,work_location,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,member_of,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,related_to,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,notable_work,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,interested_in,,,,,,,,,,,,,,
Agent,Scipione Dentice,,,Scipione Dentice,Scipione Dentice.md,TWgNp69MHDbB,526278104811195518799,catalog_identifier,,,,,,,,,,,,,,
