class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8HCZ2RERDzjY,online database,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,inception,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,dissolved,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,location,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,official_website,,,,,,https://versologie.cz/poetree/,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,catalog_identifier,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,member,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,interested_in,,,,,,,,,,
Organisation,PoeTree,PoeTree.md,PoeTree,nraz2TRP9uKT,925566682890657831925,notable_work,,,,,,,,,,
