class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,"['research field', 'discipline', 'academic discipline']",field of study,field of study.md,field of study,UR7HR4SpVWPj,544893637635921445817,instance_of,,,,
Concept,"['research field', 'discipline', 'academic discipline']",field of study,field of study.md,field of study,UR7HR4SpVWPj,544893637635921445817,subclass_of,,,,
Concept,"['research field', 'discipline', 'academic discipline']",field of study,field of study.md,field of study,UR7HR4SpVWPj,544893637635921445817,opposite_of,,,,
Concept,"['research field', 'discipline', 'academic discipline']",field of study,field of study.md,field of study,UR7HR4SpVWPj,544893637635921445817,identifier,,,,http://www.wikidata.org/entity/Q11862829
