class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,identifier,http://www.wikidata.org/entity/Q3107205,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,described_by_source,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,work_location,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,member_of,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,related_to,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,notable_work,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,interested_in,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,catalog_identifier,,,,,,,,,,,,,,,
Agent,Giovanni Ghizzolo,,,Giovanni Ghizzolo,Giovanni Ghizzolo.md,ka3YMcvvwhaP,878302594792065334095,present_in_work,,,,,,,,,,,,,,,
