class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,identifier,http://id.sbn.it/bid/UM1V017704,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AC4Js3EhuZqL,Bologna,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VGeT8SCG2epE,Il Tenebroso,Accademia dei Gelati di Bologna,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,occupation,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,related_to,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,notable_work,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,interested_in,,,,,,,,,,,,,,,,,,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5036.0,
Agent,Francesco Maria Caccianemici,,,Francesco Maria Caccianemici,Francesco Maria Caccianemici.md,jjdWLDnqqpF4,861140718981720202181,present_in_work,,,,,,,,,,,,,,,,,,
