class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,engraver,,,engraver,engraver.md,KbRyHy5gL3JT,362909641560396563323,identifier,http://www.wikidata.org/entity/Q329439,,,,
Concept,engraver,,,engraver,engraver.md,KbRyHy5gL3JT,362909641560396563323,described_by_source,,,,,
Concept,engraver,,,engraver,engraver.md,KbRyHy5gL3JT,362909641560396563323,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,
Concept,engraver,,,engraver,engraver.md,KbRyHy5gL3JT,362909641560396563323,subclass_of,,,,,
