class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=35264,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJZ7Qau55M9Z,Torquato Tasso,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Lv8EW8V8UKXk,"Canto XIX, 11","Gierusalemme liberata, poema heroico del sig. Torquato Tasso",,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mFiPL4Hssca2,duel,,,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f8y8gtFpBpFP,Tancredi,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JbmJpbVTAmsh,sword,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5VUDxWtHbGZH,Argante,,,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,text,,,,,,,,,,,,,,,,,,,,,"È di corpo Tancredi agile e sciolto,
E di man velocissimo, e di piede,
Sovrasta a lui con l’alto capo, e molto
Di grossezza di membra Argante eccede.
Girar Tancredi inchino, e in se raccolto
Per aventarsi, e sottentrar sì vede:
E con la spada sua la spada trova
Nemica, e'n disviarla usa ogni prova.",,
PoeticWork,È di corpo Tancredi agile e sciolto,,,È di corpo Tancredi agile e sciolto,È di corpo Tancredi agile e sciolto.md,aKTa3GcTRcHv,666665717949822530320,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
