class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,identifier,http://www.wikidata.org/entity/Q1106262,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,described_by_source,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,member_of,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,related_to,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,notable_work,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,interested_in,,,,,,,,,,,,,,,,,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16267.0,
Agent,Francesco De Franceschi,,"[""Francesco de' Franceschi"", 'Francesco dei Franceschi']",Francesco De Franceschi,Francesco De Franceschi.md,4vGZjVcpavRo,60189988890840295263,present_in_work,,,,,,,,,,,,,,,,,
