class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F013070000101_PPPP00058200C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EybQZ2KEQE6o,253.0,Rime di M. Giulio Camillo.,Di m. Giulio Camillo. Tutte le opere,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DYmAPqoy7Zec,forest,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUxMMRYHpPZP,night,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DD6z8vwTxpuj,lips,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jomTwZiGygWD,dream,,,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Ruggiadose dolcezze in matutini,,,Ruggiadose dolcezze in matutini,Ruggiadose dolcezze in matutini.md,VaYzvU3qL3pE,568951250157714383916,text,,,,,,,,,,,,,,,,,,,,,,,,,"Ruggiadose dolcezze in matutini
Celesti humor, che i boschi inargentate
Dolci canne da noi tanto pregiate;
Et voi doni de l'alpi alti & divini;

Hor tra gli oscuri e i lucidi confini
De la notte & del dì (cose beate)
In due labra dolcissime rosate
Gustato ho i vostri alberghi pellegrini.

Deh chi mi ruppe il sonno al gran bisogno;
Et da le braccia mie, da i nuovi ardori
Trasse il mio bene; & fece il dolce vano?

Il sogno mio, Diva LUCRETIA, il sogno
Ne suoi più dolci & gratiosi errori
Vi fa pietosa; e'l ver fors'è lontano."
