class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,opposite_of_label
Concept,courtesan,,,courtesan,courtesan.md,kKYmkpXmWLjN,873057781156221650591,identifier,http://www.wikidata.org/entity/Q376924,,,,,,
Concept,courtesan,,,courtesan,courtesan.md,kKYmkpXmWLjN,873057781156221650591,described_by_source,,,,,,,
Concept,courtesan,,,courtesan,courtesan.md,kKYmkpXmWLjN,873057781156221650591,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6oNeDcfvTHyK,occupation,,,
Concept,courtesan,,,courtesan,courtesan.md,kKYmkpXmWLjN,873057781156221650591,subclass_of,,,,,,,
Concept,courtesan,,,courtesan,courtesan.md,kKYmkpXmWLjN,873057781156221650591,opposite_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MxfZndFYHEtn,employer
