class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Reggio Emilia,,,Reggio Emilia,Reggio Emilia.md,SGLgm8DhJdAJ,500448708969995139916,identifier,http://www.wikidata.org/entity/Q13360,,,,,
Place,Reggio Emilia,,,Reggio Emilia,Reggio Emilia.md,SGLgm8DhJdAJ,500448708969995139916,described_by_source,,,,,,
Place,Reggio Emilia,,,Reggio Emilia,Reggio Emilia.md,SGLgm8DhJdAJ,500448708969995139916,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Reggio Emilia,,,Reggio Emilia,Reggio Emilia.md,SGLgm8DhJdAJ,500448708969995139916,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
