class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,opposite_of_label
Concept,death,,"['morte', 'oblio', 'morir']",death,death.md,7iFPYdb9Lkjr,117745801608442652397,identifier,http://www.wikidata.org/entity/Q4,,,,,,
Concept,death,,"['morte', 'oblio', 'morir']",death,death.md,7iFPYdb9Lkjr,117745801608442652397,described_by_source,,,,,,,
Concept,death,,"['morte', 'oblio', 'morir']",death,death.md,7iFPYdb9Lkjr,117745801608442652397,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHdCw4BecfGK,natural phenomenon,,,
Concept,death,,"['morte', 'oblio', 'morir']",death,death.md,7iFPYdb9Lkjr,117745801608442652397,subclass_of,,,,,,,
Concept,death,,"['morte', 'oblio', 'morir']",death,death.md,7iFPYdb9Lkjr,117745801608442652397,opposite_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPhykh6zJdpb,life
