class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,animal,animal.md,animal,ZsNG8yssbKzY,657581132818717639857,instance_of,,,
Concept,animal,animal.md,animal,ZsNG8yssbKzY,657581132818717639857,subclass_of,,,
Concept,animal,animal.md,animal,ZsNG8yssbKzY,657581132818717639857,identifier,,,http://www.wikidata.org/entity/Q729
