class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,identifier,http://www.wikidata.org/entity/Q93380987,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,described_by_source,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,work_location,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,member_of,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,related_to,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,notable_work,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,interested_in,,,,,,,,,,,,,,
Agent,Bartolomeo Carampello,,,Bartolomeo Carampello,Bartolomeo Carampello.md,SpCo6UgRVUsK,511983668346077881631,catalog_identifier,,,,,,,,,,,,,,
