class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,republic of letters,,,republic of letters,republic of letters.md,Bn5ScQdZ4EM4,201674361549548742413,identifier,http://www.wikidata.org/entity/Q449359,
Concept,republic of letters,,,republic of letters,republic of letters.md,Bn5ScQdZ4EM4,201674361549548742413,described_by_source,,
