class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,identifier,http://www.wikidata.org/entity/Q139898863,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,member_of,,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,related_to,,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,notable_work,,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,interested_in,,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Alvise Castellino,,,Alvise Castellino,Alvise Castellino.md,4iFcw9ct9jUZ,55839594511752084154,present_in_work,,,,,,,,,,,,,,,,,
