class,base_name,filename,label,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_holding_institution,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,identifier,http://id.sbn.it/bid/MUS0156418,,,,,,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV19350010,,,,,,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,identifier,https://rism.online/sources/990057600,,,,,,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,title,,,,,,Effetti d'amore : canzonette a quatro voci con una mascherata nel fine : libro primo / di Oratio Scaletta da Crema,,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,inception,,,,,,,1595.0,,,,,,,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,has_version,,,,,,,,http://id.sbn.it/bid/MUS0156418,1595.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h98jfRjMidFB', 'label': 'Ricciardo Amadino'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gDpNRJ3gpZb4', 'label': 'Bischöfliche Zentralbibliothek Regensburg'}",,,,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AXYpZsPSgBjk,Orazio Scaletta,,,,,
NotatedMusic,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta.md,Effetti d'amore a quattro voci con una mascherata nel fine. Libro primo di Orazio Scaletta,RzrhZRFj6KG3,495208841411452305454,subject,,,,,,,,,,,,,,,,,,,,
